Region,Place name,Place type,Rating,Reviews,Price,Delivery option,Dine in option,Takeout option
C,Dim Kavu,Others,True,206.0,$$,False,False,False
C,Коферум,Cafe,True,24.0,$$,False,False,True
C,Кофейня Світ Чаю,Coffee shop,True,11.0,$$,False,False,True
C,Кофейня Starcoff,Coffee shop,True,331.0,$$,False,True,True
C,"Кофейня ""Friend Zone""",Coffee shop,True,12.0,$$,False,True,True
C,Racers Coffee Shop,Espresso bar,True,367.0,$$,False,True,True
C,Займемся Кофе,Coffee shop,True,200.0,$$,False,True,True
C,Кофейня Rit Rit,Coffee shop,True,292.0,$$,False,False,True
C,Кав'ярня My coffee,Coffee shop,True,31.0,$$,False,True,True
C,LENЬ. Coffee & desserts.,Coffee shop,True,125.0,$$,True,True,True
C,SOVA COFFEE,Coffee shop,True,112.0,$$,False,True,True
C,Кава Тайм,Coffee shop,True,14.0,$$,False,False,True
C,Skver кафе,Cafe,True,18.0,$$,False,True,True
C,Кафе на Георгіївській,Cafe,True,806.0,$,False,True,True
C,Khosper,Cafe,True,609.0,$$,False,True,True
C,Lekontina Шоколадна Майстерня,Cafe,True,172.0,$$,True,True,True
C,Lecker,Cafe,True,234.0,$$,True,True,True
C,Veterano Coffee,Coffee shop,True,136.0,$$,False,False,True
C,VEIN,Cafe,True,166.0,$$,True,True,True
C,Coffee Drive,Coffee shop,True,10.0,$$,False,True,True
J,G COFFEE,Coffee shop,True,1596.0,$$,True,True,False
J,Kavun,Coffee shop,True,1785.0,$$,True,True,False
J,Buns Brew Bar,Coffee shop,True,459.0,$$,False,False,True
J,Coffee House,Cafe,True,329.0,$$,False,False,True
J,"""Точка кофе""",Espresso bar,True,14.0,$$,False,False,True
J,Your Coffee,Cafe,True,569.0,$$,False,True,False
J,KOFEiN,Cafe,True,860.0,$$$,False,True,True
J,"Perfect Coffee, КАВ'ЯРНЯ",Espresso bar,True,124.0,$$,False,True,True
J,Misceva kavyarnya,Coffee shop,True,898.0,$$,False,True,True
J,Dzhi,Cafe,True,1195.0,$$,True,True,True
J,Gangster coffee shop,Others,True,347.0,$$,True,False,False
J,Crema Caffe Poltava,Coffee shop,True,12.0,$$,False,False,True
J,COFFBOY,Coffee shop,True,112.0,$$,False,True,True
J,Wake Up Coffee,Coffee shop,True,17.0,$$,False,False,True
J,Lviv Handmade Chocolate,Others,True,1376.0,$$,False,True,True
J,"ПЕРША ДЕГУСТАЦІЙНА ЗАЛА КАВИ ""GANGSTER_COFFEE SHOP 3""",Others,True,37.0,$$,False,False,False
J,Aroma kava,Cafe,True,226.0,$$,False,True,True
J,Koffishka,Coffee shop,True,716.0,$$,False,True,True
J,ЗАКУТОК - coffee hookah point,Coffee shop,True,15.0,$$,False,False,False
J,CoffeePot,Coffee shop,True,18.0,$$,False,True,False
F,Coffee 66,Cafe,True,15.0,$$,False,False,True
F,Godshot Coffee,Cafe,True,726.0,$$,False,True,True
F,Verona,Others,True,1345.0,$$,True,True,False
F,Prostir.coffee Таврик,Coffee shop,True,26.0,$$,False,True,False
F,I love coffee,Coffee shop,True,485.0,$$,False,True,True
F,coffee House,Coffee shop,True,279.0,$$,False,True,True
F,Дом Кофе,Coffee shop,True,241.0,$$,False,True,True
F,CoffeeOk,Coffee shop,True,18.0,$$,False,False,True
F,Кофе с Совой,Espresso bar,True,46.0,$$,False,False,True
F,Prostir.coffee,Coffee shop,True,587.0,$$,True,True,True
F,Don Marco coffee shop,Coffee shop,True,593.0,$$,False,True,True
F,HOTCUP,Cafe,True,103.0,$$,False,False,True
F,Koko,Coffee shop,True,1201.0,$$,False,True,True
F,Coffee house,Coffee shop,True,67.0,$$,False,False,True
F,Coffeehouse Na Poshtovomu Provulku,Coffee shop,True,275.0,$$,False,True,True
F,Just Coffee Kherson,Espresso bar,True,27.0,$$,False,False,True
F,Don Marco,Coffee shop,True,304.0,$$,False,True,True
F,Green house,Cafe,True,598.0,$$,True,True,True
F,Kofemolka,Coffee shop,True,97.0,$$,False,False,True
B,Art Coffee,Espresso bar,True,11.0,$$,False,False,False
B,Art Coffee - Інтернет Магазин Кави та Чаю,Others,True,12.0,$$,True,False,False
B,Coffeeshop GRANO,Cafe,True,14.0,$$,False,False,True
B,"Мастерская ""Кофе на разлив""",Others,True,15.0,$$,False,False,False
B,Coffeeсть,Coffee shop,True,38.0,$$,False,True,True
B,The Boiler Room,Coffee shop,True,98.0,$$,False,True,False
B,Dim Kavy,Espresso bar,True,118.0,$$,False,False,False
B,"Интернет-магазин ""Kava-e""",Others,True,121.0,$$,False,False,False
B,Coffee House,Others,True,132.0,$$,False,False,False
B,Jays : Coffee Brewers,Others,True,167.0,$$,False,False,True
B,Caffisimo,Espresso bar,True,223.0,$$,False,False,False
B,MY COFFEE,Coffee shop,True,341.0,$$,False,True,True
B,"Kaffe ""Na Peskah""",Cafe,True,385.0,$$,False,True,True
B,LittleTalk Coffee,Coffee shop,True,414.0,$$,False,True,True
B,Столовая BUFET,Cafe,True,440.0,$$,True,True,True
B,Svit kavy,Coffee shop,True,488.0,$$,False,True,True
B,Comeback coffee & more,Cafe,True,807.0,$$,False,True,True
B,Coffeelab Roasters,Coffee shop,True,837.0,$$,False,True,True
B,Cholla & Joshua,Espresso bar,True,1482.0,$$,False,True,False
B,Dobra Kava,Cafe,True,1656.0,$$,True,True,False
A,Смажимо каву в Одесі. Обсмажувальна №2,Coffee shop,True,335.0,$$,False,True,True
A,Traveler`s Coffee,Coffee shop,True,2700.0,$$,True,True,True
A,Кофе База Одесса | Coffee Baza,Others,True,10.0,$$,False,False,False
A,We Roast Coffee in Odessa,Coffee shop,True,122.0,$$,False,True,True
A,Burso_Coffee,Coffee shop,True,21.0,$$,False,True,True
A,Foundation Coffee Roasters,Espresso bar,True,1415.0,$$,True,True,False
A,Red Cup Coffee Roasters,Others,True,15.0,$$,False,False,False
A,Krem Kafe,Coffee shop,True,64.0,$$,False,True,False
A,FAB.,Others,True,47.0,$$,False,True,True
A,Zheto,Coffee shop,True,2141.0,$$,False,True,True
A,Eclair&Coffee,Espresso bar,True,36.0,$$,False,False,False
A,Coffee Room,Coffee shop,True,202.0,$$,False,True,True
A,Смажимо каву. Обсмажувальна N3,Coffee shop,True,113.0,$$,False,False,False
A,kofevarka.odessa.ua,Others,True,111.0,$$,True,False,False
A,Anso Coffee,Coffee shop,True,40.0,$$,False,True,False
A,Pasadena Coffee,Coffee shop,True,39.0,$$,False,True,False
A,Coffeetory Кофетория,Coffee shop,True,789.0,$$,True,True,True
A,MY COFFEE,Coffee shop,True,150.0,$$,False,True,True
A,Жарим Кофе в Одессе. Обжарочная №4,Coffee shop,True,80.0,$$,False,False,False
A,Coffee break ZAVIDA,Coffee shop,True,10.0,$$,False,False,False
E,Lviv Coffee Manufacture,Coffee shop,True,17937.0,$$,True,True,True
E,Svit Kavy,Coffee shop,True,2931.0,$$,False,True,True
E,Na bambetli,Coffee shop,True,2089.0,$$,False,True,True
E,Golden Ducat,Coffee shop,True,813.0,$$,False,True,True
E,Lviv coffee manufacture (Valova),Coffee shop,True,1517.0,$$,False,True,True
E,SDV Coffee,Coffee shop,True,858.0,$$,False,True,True
E,Fixage,Coffee shop,True,702.0,$$,False,True,True
E,Svit Kavy,Coffee shop,True,102.0,$$,False,True,True
E,Lviv Coffee Manufacture,Coffee shop,True,778.0,$$,False,True,True
E,Lʹvivsʹka Manufaktura Kavy,Coffee shop,True,1009.0,$$,False,True,True
E,Вірменка,Coffee shop,True,2873.0,$$,False,True,True
E,Saturdays Coffee Цирк,Coffee shop,True,24.0,$$,True,True,True
E,coffee House,Coffee shop,True,363.0,$$,False,True,True
E,Chekhovych,Others,True,1199.0,$$,False,True,True
E,Svit Kavy (Rynok Sq.),Coffee shop,True,1284.0,$$,False,True,True
E,Cafe 1,Cafe,True,1570.0,$$,True,True,True
E,Liberty,Cafe,True,10.0,$$,False,False,True
E,Lviv Croissants,Cafe,True,2236.0,$$,False,True,True
E,Rondo Cafe,Cafe,True,157.0,$$,False,True,True
E,Karmel Coffee Shop,Coffee shop,True,321.0,$$,False,True,True
D,SV Кафе,Cafe,True,998.0,$$,True,True,True
D,I Feel Espresso Bar,Cafe,True,1509.0,$$,False,True,True
D,I want coffee,Coffee shop,True,699.0,$$,False,True,True
D,Кофейня My Coffee,Cafe,True,124.0,$$,False,False,True
D,Hunter's yard,Cafe,True,479.0,$$,False,True,True
D,Crema Caffe Кривий Ріг,Coffee shop,True,455.0,$$,False,True,True
D,"Tea, Coffee Shop",Others,True,401.0,$$,False,True,True
D,Антикафе 7/9 | Кривой Рог,Cafe,True,190.0,$$,False,True,False
D,Чай Кофе,Cafe,True,40.0,$$,False,False,False
D,Coffee Craft,Cafe,True,342.0,$$,False,True,True
D,ЕТУАЛЬ КАФЕ,Cafe,True,327.0,$$$,True,True,True
D,Coffee Break,Espresso bar,True,49.0,$$,False,False,True
D,SV Кафе,Cafe,True,740.0,$$,False,True,True
D,Dva Gusya Pizza,Cafe,True,1439.0,$$,True,True,True
D,Offshore cafe,Cafe,True,947.0,$$,False,True,True
D,Франс.уа на Пушкина,Cafe,True,156.0,$$,False,True,True
D,Дикий Койот кафе,Cafe,True,116.0,$$,True,True,True
D,BON BON,Coffee shop,True,156.0,$$,False,True,True
D,The Spiceroom,Cafe,True,38.0,$$,True,False,True
D,Магазин AROMA coffee&tea shop,Cafe,True,33.0,$$,False,True,False
G,coffeeok,Others,True,1820.0,$$,True,False,False
G,"""®КАВА БАЗА®""",Others,True,21.0,$$,False,False,False
G,Coffee in Action,Coffee shop,True,304.0,$$,False,False,False
G,Горький Espresso Bar,Coffee shop,True,22.0,$$,False,False,False
G,Кафе Бутик,Others,True,373.0,$$,True,False,False
G,Cuba Coffee Brew - Bar,Espresso bar,True,693.0,$$,False,True,True
G,Progress Cafe,Coffee shop,True,26.0,$$,False,False,False
G,Буду Кофе,Coffee shop,True,282.0,$$,False,True,True
G,ONE LOVE espresso bar,Coffee shop,True,2319.0,$$,False,True,True
G,Matílda cafe,Cafe,True,26.0,$$,False,True,True
G,TAKAVA Coffee-Buffet,Cafe,True,1737.0,$$,False,True,True
G,Kaffa,Cafe,True,1281.0,$$,False,True,True
G,The Blue Cup Coffee Shop,Espresso bar,True,1908.0,$$,True,True,True
G,LION coffee,Coffee shop,True,64.0,$$,False,False,False
G,Kaffa,Espresso bar,True,824.0,$$,False,True,True
G,London,Cafe,True,1633.0,$$,False,True,False
G,PRO Coffee,Espresso bar,True,35.0,$$,False,True,True
G,RIGHT coffee bar,Coffee shop,True,514.0,$$,False,True,True
G,Espressoholic,Espresso bar,True,1300.0,$,False,True,True
G,Matin Desserts & Coffee,Coffee shop,True,110.0,$$,False,False,False
I,КофеТочка Харьков - интернет-магазин кофе и кофеоборудования,Others,True,10.0,$$,False,False,False
I,Coffee House,Espresso bar,True,268.0,$$,False,False,False
I,Sweeter,Coffee shop,True,642.0,$$,False,True,True
I,Workshop coffee,Coffee shop,True,400.0,$$,False,True,True
I,Мастерская Кофе,Coffee shop,True,403.0,$$,False,True,True
I,Kofeyin,Coffee shop,True,2914.0,$$,False,True,True
I,Dom Kofe,Coffee shop,True,40.0,$$,False,False,False
I,coffee House,Cafe,True,96.0,$$,False,False,False
I,Cats and coffee | Киці та кава,Espresso bar,True,1394.0,$$,True,True,True
I,CoffeeDoor Brewbar & Coffeeshop,Coffee shop,True,512.0,$$,False,True,True
I,"Dom Kofe, Mah.",Coffee shop,True,3.0,$$,False,False,False
I,Dim Kavy,Espresso bar,True,185.0,$$,False,False,False
I,Dim Kavy,Others,True,222.0,$$,False,True,True
I,Sweeter,Coffee shop,True,289.0,$$,False,True,True
I,Kava U Shafi,Coffee shop,True,702.0,$$,False,True,False
I,Coffeelaktika,Coffee shop,True,261.0,$$,False,True,True
I,"Caffissimo, КОФЕЙНЯ",Coffee shop,True,118.0,$$,True,True,True
I,Coffeelaktika coffee studio,Coffee shop,True,121.0,$$,False,True,True
I,KOFEiN®,Coffee shop,True,1758.0,$$,False,True,True
I,Mr. Bourbon,Coffee shop,True,551.0,$$,False,True,True
H,DoubleDecker Cake and Coffee,Others,True,2381.0,$$$,True,True,True
H,Dim Kavy,Others,True,39.0,$$,False,False,False
H,Бамбук,Cafe,True,189.0,$$,False,True,True
H,I feel city cafe,Cafe,True,1529.0,$$,True,True,True
H,Coffee Secrets,Cafe,True,38.0,$$,False,True,True
H,Horizontal kaffee,Cafe,True,37.0,$$,False,True,False
H,Zeffirino,Coffee shop,True,830.0,$$,False,True,True
H,Coffee Life,Cafe,True,170.0,$$,False,True,True
H,The sisters,Cafe,True,155.0,$$,False,True,True
H,"""Франс.уа"" кофейня-пекарня",Cafe,True,9.0,$$,False,False,True
H,Tsikava Kava,Others,True,185.0,$$,True,True,False
H,Try Bobry,Coffee shop,True,2013.0,$$,False,True,True
H,Pa-si-ju Кафе,Cafe,True,1051.0,$$,True,True,True
H,Колибри,Cafe,True,18.0,$$,False,True,True
H,Artist,Others,True,963.0,$$$,False,True,True
H,Dream Cafe,Cafe,True,646.0,$$,False,True,True
H,РУТА КАФЕ ПП КУЛІЧЕНКО К.І.,Cafe,True,16.0,$$,False,True,True
H,Ob'yektna Kava,Coffee shop,True,599.0,$$,False,True,True
H,О...МАРАТ КАФЕ ПП ПОЛІСТЕП,Cafe,True,341.0,$$,False,True,False
